0,1,2,3,4,5,6,7,8
"('age', 29)","('monthly_income', 5400.0)","('apartment_interest_rate', 4.45)","('down_payment', 26000.0)","('apartment_price', 390000.0)","('loan_term_years', 21)","('monthly_expenses', 3400.0)","('credit_score', 690)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 27)","('monthly_income', 5100.0)","('apartment_interest_rate', 4.35)","('down_payment', 23000.0)","('apartment_price', 360000.0)","('loan_term_years', 23)","('monthly_expenses', 3100.0)","('credit_score', 665)","('employment_status', 'Professional Coconut Climber')"
"('age', 25)","('monthly_income', 5200.0)","('apartment_interest_rate', 4.15)","('down_payment', 22000.0)","('apartment_price', 370000.0)","('loan_term_years', 22)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Pancake Flipper')"
"('age', 26)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.25)","('down_payment', 25000.0)","('apartment_price', 380000.0)","('loan_term_years', 20)","('monthly_expenses', 3300.0)","('credit_score', 675)","('employment_status', 'Professional Sock Collector')"
"('age', 28)","('monthly_income', 4900.0)","('apartment_interest_rate', 4.5)","('down_payment', 24000.0)","('apartment_price', 350000.0)","('loan_term_years', 25)","('monthly_expenses', 3000.0)","('credit_score', 670)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 4800.0)","('apartment_interest_rate', 4.35)","('down_payment', 23000.0)","('apartment_price', 360000.0)","('loan_term_years', 23)","('monthly_expenses', 3100.0)","('credit_score', 665)","('employment_status', 'Professional Potato Peeler')"
"('age', 32)","('monthly_income', 5200.0)","('apartment_interest_rate', 4.75)","('down_payment', 26000.0)","('apartment_price', 400000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 29)","('monthly_income', 5100.0)","('apartment_interest_rate', 4.6)","('down_payment', 25000.0)","('apartment_price', 380000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 675)","('employment_status', 'Professional Bubble Tea Maker')"
"('age', 28)","('monthly_income', 5000.0)","('apartment_interest_rate', 4.5)","('down_payment', 24000.0)","('apartment_price', 370000.0)","('loan_term_years', 25)","('monthly_expenses', 3000.0)","('credit_score', 670)","('employment_status', 'Professional Ninja Trainer')"
"('age', 30)","('monthly_income', 4800.0)","('apartment_interest_rate', 4.8)","('down_payment', 23000.0)","('apartment_price', 360000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 665)","('employment_status', 'Professional Chocolate Taster')"
"('age', 31)","('monthly_income', 4900.0)","('apartment_interest_rate', 4.7)","('down_payment', 22000.0)","('apartment_price', 350000.0)","('loan_term_years', 26)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 29)","('monthly_income', 5100.0)","('apartment_interest_rate', 4.6)","('down_payment', 25000.0)","('apartment_price', 380000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 675)","('employment_status', 'Professional Penguin Wrangler')"
"('age', 27)","('monthly_income', 5200.0)","('apartment_interest_rate', 4.5)","('down_payment', 24000.0)","('apartment_price', 370000.0)","('loan_term_years', 25)","('monthly_expenses', 3000.0)","('credit_score', 670)","('employment_status', 'Professional Ninja Trainer')"
"('age', 25)","('monthly_income', 4800.0)","('apartment_interest_rate', 4.8)","('down_payment', 20000.0)","('apartment_price', 360000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 690)","('employment_status', 'Professional Llama Herder')"
"('age', 30)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.7)","('down_payment', 26000.0)","('apartment_price', 390000.0)","('loan_term_years', 30)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Unicorn Trainer')"
"('age', 28)","('monthly_income', 5100.0)","('apartment_interest_rate', 4.6)","('down_payment', 22000.0)","('apartment_price', 380000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 675)","('employment_status', 'Professional Dragon Tamer')"
"('age', 27)","('monthly_income', 5200.0)","('apartment_interest_rate', 4.9)","('down_payment', 23000.0)","('apartment_price', 370000.0)","('loan_term_years', 29)","('monthly_expenses', 3000.0)","('credit_score', 685)","('employment_status', 'Professional Narwhal Whisperer')"
"('age', 29)","('monthly_income', 4800.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 400000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 670)","('employment_status', 'Professional Yeti Wrangler')"
"('age', 30)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.7)","('down_payment', 24000.0)","('apartment_price', 390000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Unicorn Trainer')"
"('age', 28)","('monthly_income', 5000.0)","('apartment_interest_rate', 5.0)","('down_payment', 22000.0)","('apartment_price', 380000.0)","('loan_term_years', 30)","('monthly_expenses', 2800.0)","('credit_score', 675)","('employment_status', 'Professional Dragon Tamer')"
"('age', 27)","('monthly_income', 5200.0)","('apartment_interest_rate', 4.9)","('down_payment', 23000.0)","('apartment_price', 410000.0)","('loan_term_years', 27)","('monthly_expenses', 3000.0)","('credit_score', 660)","('employment_status', 'Professional Ninja Chef')"
"('age', 32)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 400000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 670)","('employment_status', 'Professional Pirate Captain')"
"('age', 30)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.7)","('down_payment', 24000.0)","('apartment_price', 390000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Time Traveler')"
"('age', 28)","('monthly_income', 5400.0)","('apartment_interest_rate', 4.6)","('down_payment', 22000.0)","('apartment_price', 420000.0)","('loan_term_years', 26)","('monthly_expenses', 2800.0)","('credit_score', 690)","('employment_status', 'Professional Space Explorer')"
"('age', 25)","('monthly_income', 5000.0)","('apartment_interest_rate', 4.5)","('down_payment', 20000.0)","('apartment_price', 380000.0)","('loan_term_years', 30)","('monthly_expenses', 3000.0)","('credit_score', 700)","('employment_status', 'Professional Ninja')"
"('age', 26)","('monthly_income', 5100.0)","('apartment_interest_rate', 4.8)","('down_payment', 23000.0)","('apartment_price', 400000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 675)","('employment_status', 'Professional Pirate')"
"('age', 30)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 450000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Unicorn')"
"('age', 28)","('monthly_income', 4800.0)","('apartment_interest_rate', 4.3)","('down_payment', 21000.0)","('apartment_price', 420000.0)","('loan_term_years', 27)","('monthly_expenses', 2900.0)","('credit_score', 695)","('employment_status', 'Professional Mermaid')"
"('age', 27)","('monthly_income', 4900.0)","('apartment_interest_rate', 4.5)","('down_payment', 22000.0)","('apartment_price', 430000.0)","('loan_term_years', 26)","('monthly_expenses', 3000.0)","('credit_score', 690)","('employment_status', 'Professional Ninja')"
"('age', 32)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 460000.0)","('loan_term_years', 24)","('monthly_expenses', 3400.0)","('credit_score', 675)","('employment_status', 'Professional Dragon')"
"('age', 30)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.2)","('down_payment', 25000.0)","('apartment_price', 500000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 680)","('employment_status', 'Professional Unicorn')"
"('age', 29)","('monthly_income', 5200.0)","('apartment_interest_rate', 4.3)","('down_payment', 24000.0)","('apartment_price', 480000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 685)","('employment_status', 'Professional Pirate')"
"('age', 28)","('monthly_income', 5800.0)","('apartment_interest_rate', 4.5)","('down_payment', 23000.0)","('apartment_price', 490000.0)","('loan_term_years', 30)","('monthly_expenses', 3500.0)","('credit_score', 670)","('employment_status', 'Professional Ninja')"
"('age', 32)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.2)","('down_payment', 26000.0)","('apartment_price', 520000.0)","('loan_term_years', 25)","('monthly_expenses', 3300.0)","('credit_score', 675)","('employment_status', 'Professional Llama')"
"('age', 33)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.4)","('down_payment', 25000.0)","('apartment_price', 510000.0)","('loan_term_years', 20)","('monthly_expenses', 3000.0)","('credit_score', 680)","('employment_status', 'Professional Space Cowboy')"
"('age', 30)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.3)","('down_payment', 24000.0)","('apartment_price', 500000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 690)","('employment_status', 'Professional Pirate')"
"('age', 28)","('monthly_income', 5800.0)","('apartment_interest_rate', 4.1)","('down_payment', 27000.0)","('apartment_price', 530000.0)","('loan_term_years', 22)","('monthly_expenses', 3100.0)","('credit_score', 665)","('employment_status', 'Professional Ninja')"
"('age', 25)","('monthly_income', 4500.0)","('apartment_interest_rate', 4.2)","('down_payment', 20000.0)","('apartment_price', 480000.0)","('loan_term_years', 25)","('monthly_expenses', 2800.0)","('credit_score', 700)","('employment_status', 'Professional Astronaut')"
"('age', 32)","('monthly_income', 6700.0)","('apartment_interest_rate', 4.0)","('down_payment', 25000.0)","('apartment_price', 520000.0)","('loan_term_years', 30)","('monthly_expenses', 3300.0)","('credit_score', 675)","('employment_status', 'Professional Llama Farmer')"
"('age', 23)","('monthly_income', 5200.0)","('apartment_interest_rate', 4.5)","('down_payment', 23000.0)","('apartment_price', 550000.0)","('loan_term_years', 20)","('monthly_expenses', 2900.0)","('credit_score', 690)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.3)","('down_payment', 22000.0)","('apartment_price', 500000.0)","('loan_term_years', 25)","('monthly_expenses', 3100.0)","('credit_score', 680)","('employment_status', 'Professional Cheese Taster')"
"('age', 27)","('monthly_income', 5800.0)","('apartment_interest_rate', 4.2)","('down_payment', 24000.0)","('apartment_price', 530000.0)","('loan_term_years', 28)","('monthly_expenses', 3200.0)","('credit_score', 665)","('employment_status', 'Professional Flamingo Wrangler')"
"('age', 25)","('monthly_income', 5500.0)","('apartment_interest_rate', 4.4)","('down_payment', 25000.0)","('apartment_price', 520000.0)","('loan_term_years', 22)","('monthly_expenses', 3000.0)","('credit_score', 675)","('employment_status', 'Professional Bubble Tea Tester')"
"('age', 26)","('monthly_income', 5700.0)","('apartment_interest_rate', 4.1)","('down_payment', 23000.0)","('apartment_price', 510000.0)","('loan_term_years', 24)","('monthly_expenses', 3150.0)","('credit_score', 670)","('employment_status', 'Professional Llama Whisperer')"
"('age', 28)","('monthly_income', 5900.0)","('apartment_interest_rate', 4.3)","('down_payment', 26000.0)","('apartment_price', 540000.0)","('loan_term_years', 26)","('monthly_expenses', 3300.0)","('credit_score', 680)","('employment_status', 'Professional Pancake Flipper')"
"('age', 30)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.2)","('down_payment', 24000.0)","('apartment_price', 530000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 690)","('employment_status', 'Professional Cloud Gazer')"
"('age', 32)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.0)","('down_payment', 25000.0)","('apartment_price', 550000.0)","('loan_term_years', 30)","('monthly_expenses', 3400.0)","('credit_score', 700)","('employment_status', 'Professional Bubble Popper')"
"('age', 35)","('monthly_income', 5700.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 560000.0)","('loan_term_years', 28)","('monthly_expenses', 3500.0)","('credit_score', 660)","('employment_status', 'Professional Star Gazer')"
"('age', 28)","('monthly_income', 5800.0)","('apartment_interest_rate', 4.3)","('down_payment', 26000.0)","('apartment_price', 540000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 675)","('employment_status', 'Professional Sand Sculptor')"
"('age', 30)","('monthly_income', 6000.0)","('apartment_interest_rate', 4.2)","('down_payment', 27000.0)","('apartment_price', 570000.0)","('loan_term_years', 29)","('monthly_expenses', 3200.0)","('credit_score', 690)","('employment_status', 'Professional Cloud Watcher')"
"('age', 33)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.4)","('down_payment', 25000.0)","('apartment_price', 530000.0)","('loan_term_years', 26)","('monthly_expenses', 3400.0)","('credit_score', 680)","('employment_status', 'Professional Cheese Taster')"
"('age', 29)","('monthly_income', 5900.0)","('apartment_interest_rate', 4.5)","('down_payment', 28000.0)","('apartment_price', 550000.0)","('loan_term_years', 28)","('monthly_expenses', 3100.0)","('credit_score', 685)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 28)","('monthly_income', 5800.0)","('apartment_interest_rate', 4.3)","('down_payment', 26000.0)","('apartment_price', 560000.0)","('loan_term_years', 27)","('monthly_expenses', 3300.0)","('credit_score', 675)","('employment_status', 'Professional Penguin Whisperer')"
"('age', 35)","('monthly_income', 6300.0)","('apartment_interest_rate', 4.2)","('down_payment', 27000.0)","('apartment_price', 520000.0)","('loan_term_years', 25)","('monthly_expenses', 3200.0)","('credit_score', 670)","('employment_status', 'Professional Unicorn Trainer')"
